wbe;jahr;anteil_sess5
041;2001;51.3
041;2002;51.8
041;2003;51.7
041;2004;53.5
041;2005;52.8
041;2006;53.7
041;2007;53.0
041;2008;52.7
041;2009;52.5
041;2010;52.3
041;2011;51.0
041;2012;51.1
041;2013;50.9
041;2014;51.9
041;2015;52.2
042;2000;60.0
042;2001;58.8
042;2002;59.0
042;2003;58.5
042;2004;57.9
042;2005;57.2
042;2006;56.9
042;2007;56.7
042;2008;56.8
042;2009;56.3
042;2010;56.6
042;2011;56.1
042;2012;55.1
042;2013;55.1
042;2014;55.7
042;2015;56.4
051;2000;30.2
051;2001;34.2
051;2002;48.6
051;2003;47.4
051;2004;45.8
051;2005;36.8
051;2006;33.3
051;2007;50.0
051;2008;46.5
051;2009;47.6
051;2010;29.3
051;2011;31.0
051;2012;28.3
051;2013;27.5
051;2014;26.3
051;2015;33.3
052;2000;63.7
052;2001;62.3
052;2002;62.5
052;2003;61.9
052;2004;60.4
052;2005;63.5
052;2006;60.3
052;2007;57.0
052;2008;56.1
052;2009;53.5
052;2010;51.8
052;2011;50.0
052;2012;51.4
052;2013;52.2
052;2014;54.3
052;2015;54.7
053;2000;56.4
053;2001;56.8
053;2002;56.2
053;2003;57.8
053;2004;56.7
053;2005;55.9
053;2006;54.5
053;2007;54.4
053;2008;52.6
053;2009;53.0
053;2010;53.1
053;2011;52.9
053;2012;52.6
053;2013;52.8
053;2014;52.9
053;2015;53.1
054;2000;68.6
054;2001;69.8
054;2002;68.5
054;2003;68.4
054;2004;64.8
054;2005;63.4
054;2006;63.2
054;2007;61.7
054;2008;60.9
054;2009;61.6
054;2010;59.2
054;2011;57.8
054;2012;58.2
054;2013;60.0
054;2014;58.9
054;2015;60.6
055;2000;64.0
055;2001;62.4
055;2002;55.7
055;2003;53.4
055;2004;51.9
055;2005;53.8
055;2006;53.4
055;2007;54.9
055;2008;52.0
055;2009;50.3
055;2010;51.0
055;2011;51.4
055;2012;51.7
055;2013;56.1
055;2014;52.6
055;2015;54.8
061;2000;48.1
061;2001;48.3
061;2002;48.3
061;2003;48.0
061;2004;49.9
061;2005;50.4
061;2006;50.1
061;2007;51.2
061;2008;50.6
061;2009;50.8
061;2010;51.6
061;2011;51.0
061;2012;50.9
061;2013;50.5
061;2014;50.0
061;2015;49.2
062;2000;48.2
062;2001;47.9
062;2002;47.2
062;2003;47.2
062;2004;47.2
062;2005;46.8
062;2006;47.3
062;2007;48.5
062;2008;48.8
062;2009;49.0
062;2010;49.7
062;2011;49.2
062;2012;49.6
062;2013;50.4
062;2014;50.7
062;2015;50.6
063;2000;45.8
063;2001;44.0
063;2002;43.1
063;2003;43.7
063;2004;44.9
063;2005;46.1
063;2006;46.2
063;2007;44.1
063;2008;43.9
063;2009;43.9
063;2010;43.9
063;2011;45.7
063;2012;47.4
063;2013;48.3
063;2014;49.2
063;2015;49.4
071;2000;61.5
071;2001;61.1
071;2002;61.6
071;2003;61.9
071;2004;62.3
071;2005;63.2
071;2006;62.7
071;2007;60.6
071;2008;60.0
071;2009;59.5
071;2010;58.8
071;2011;58.3
071;2012;59.3
071;2013;58.8
071;2014;59.6
071;2015;60.1
072;2000;64.8
072;2001;65.7
072;2002;65.8
072;2003;66.2
072;2004;66.2
072;2005;66.8
072;2006;67.6
072;2007;67.4
072;2008;66.3
072;2009;66.1
072;2010;65.6
072;2011;65.0
072;2012;66.3
072;2013;66.4
072;2014;66.4
072;2015;66.4
073;2000;78.5
073;2001;77.4
073;2002;72.1
073;2003;69.5
073;2004;69.7
073;2005;66.4
073;2006;70.3
073;2007;73.2
073;2008;75.3
073;2009;66.4
073;2010;63.1
073;2011;63.1
073;2012;57.9
073;2013;57.8
073;2014;67.1
073;2015;73.2
081;2000;56.2
081;2001;57.7
081;2002;56.6
081;2003;58.3
081;2004;58.0
081;2005;57.3
081;2006;58.1
081;2007;58.3
081;2008;58.0
081;2009;58.3
081;2010;58.9
081;2011;56.8
081;2012;56.6
081;2013;55.9
081;2014;56.7
081;2015;56.9
082;2000;68.6
082;2001;66.6
082;2002;66.1
082;2003;64.8
082;2004;64.9
082;2005;65.6
082;2006;64.5
082;2007;63.3
082;2008;62.2
082;2009;60.8
082;2010;59.0
082;2011;59.0
082;2012;60.0
082;2013;61.1
082;2014;61.8
082;2015;63.1
083;2000;58.7
083;2001;58.6
083;2002;58.8
083;2003;58.6
083;2004;55.4
083;2005;56.4
083;2006;55.6
083;2007;57.5
083;2008;56.1
083;2009;57.4
083;2010;57.0
083;2011;56.8
083;2012;54.5
083;2013;56.2
083;2014;55.8
083;2015;55.7
084;2000;60.2
084;2001;61.4
084;2002;61.4
084;2003;62.9
084;2004;62.3
084;2005;62.2
084;2006;61.5
084;2007;60.4
084;2008;62.0
084;2009;61.8
084;2010;61.4
084;2011;59.9
084;2012;60.6
084;2013;59.2
084;2014;59.5
084;2015;59.4
085;2000;62.1
085;2001;62.0
085;2002;62.5
085;2003;62.4
085;2004;63.2
085;2005;62.9
085;2006;63.0
085;2007;62.0
085;2008;63.7
085;2009;63.9
085;2010;64.3
085;2011;64.6
085;2012;63.9
085;2013;64.5
085;2014;65.1
085;2015;65.0
091;2000;52.8
091;2001;52.9
091;2002;52.2
091;2003;51.9
091;2004;51.4
091;2005;51.5
091;2006;51.2
091;2007;51.3
091;2008;50.9
091;2009;51.3
091;2010;50.8
091;2011;50.5
091;2012;51.3
091;2013;53.1
091;2014;53.6
091;2015;53.7
092;2000;63.7
092;2001;64.1
092;2002;64.0
092;2003;63.3
092;2004;62.6
092;2005;61.8
092;2006;61.1
092;2007;60.2
092;2008;61.3
092;2009;61.1
092;2010;60.7
092;2011;60.5
092;2012;59.9
092;2013;61.2
092;2014;62.5
092;2015;62.6
101;2000;47.5
101;2001;47.3
101;2002;47.1
101;2003;48.6
101;2004;49.0
101;2005;50.2
101;2006;49.6
101;2007;48.9
101;2008;49.3
101;2009;49.4
101;2010;49.1
101;2011;48.9
101;2012;50.2
101;2013;51.1
101;2014;51.8
101;2015;52.5
102;2000;54.4
102;2001;53.8
102;2002;53.7
102;2003;53.7
102;2004;52.2
102;2005;53.3
102;2006;54.6
102;2007;54.6
102;2008;52.9
102;2009;53.4
102;2010;52.5
102;2011;51.1
102;2012;50.1
102;2013;50.7
102;2014;50.6
102;2015;50.8
103;2000;54.9
103;2001;53.5
103;2002;52.8
103;2003;51.6
103;2004;52.1
103;2005;54.7
103;2006;56.6
103;2007;55.3
103;2008;55.5
103;2009;55.2
103;2010;53.7
103;2011;53.4
103;2012;54.0
103;2013;54.8
103;2014;54.8
103;2015;54.0
111;2000;46.3
111;2001;45.8
111;2002;44.7
111;2003;44.7
111;2004;44.7
111;2005;45.7
111;2006;45.2
111;2007;46.1
111;2008;45.7
111;2009;45.5
111;2010;45.4
111;2011;46.6
111;2012;45.8
111;2013;45.8
111;2014;47.0
111;2015;48.3
112;2000;49.8
112;2001;48.3
112;2002;47.7
112;2003;49.9
112;2004;52.8
112;2005;51.9
112;2006;53.0
112;2007;53.1
112;2008;51.8
112;2009;52.6
112;2010;53.2
112;2011;54.1
112;2012;52.8
112;2013;55.1
112;2014;54.8
112;2015;54.8
113;2000;43.3
113;2001;42.2
113;2002;42.7
113;2003;43.4
113;2004;44.1
113;2005;45.4
113;2006;46.5
113;2007;47.2
113;2008;47.0
113;2009;47.2
113;2010;47.2
113;2011;47.7
113;2012;48.4
113;2013;48.4
113;2014;49.4
113;2015;51.2
114;2000;39.1
114;2001;44.4
114;2002;44.9
114;2003;46.1
114;2004;46.7
114;2005;44.0
114;2006;42.3
114;2007;41.6
114;2008;36.7
114;2009;37.3
114;2010;33.4
114;2011;30.6
114;2012;28.5
114;2013;33.3
114;2014;36.7
114;2015;40.4
115;2000;58.0
115;2001;57.1
115;2002;57.3
115;2003;59.3
115;2004;59.0
115;2005;60.6
115;2006;60.1
115;2007;62.4
115;2008;60.7
115;2009;60.5
115;2010;60.6
115;2011;61.6
115;2012;60.5
115;2013;61.6
115;2014;60.0
115;2015;60.2
121;2000;48.3
121;2001;46.4
121;2002;46.9
121;2003;46.5
121;2004;49.6
121;2005;49.2
121;2006;50.2
121;2007;49.7
121;2008;49.6
121;2009;48.4
121;2010;47.1
121;2011;46.0
121;2012;45.3
121;2013;44.0
121;2014;43.7
121;2015;44.4
122;2000;52.1
122;2001;51.9
122;2002;50.8
122;2003;52.7
122;2004;52.6
122;2005;55.6
122;2006;52.4
122;2007;51.8
122;2008;48.8
122;2009;47.3
122;2010;46.1
122;2011;47.6
122;2012;44.3
122;2013;44.2
122;2014;44.2
122;2015;43.8
131;2000;52.0
131;2001;51.0
131;2002;53.8
131;2003;49.1
131;2004;51.5
131;2005;50.1
131;2006;54.7
131;2007;52.0
131;2008;54.7
131;2009;54.3
131;2010;53.9
131;2011;50.9
131;2012;49.4
131;2013;49.0
131;2014;49.4
131;2015;49.8
132;2000;45.4
132;2001;45.5
132;2002;47.3
132;2003;49.5
132;2004;50.7
132;2005;52.7
132;2006;49.9
132;2007;48.6
132;2008;45.9
132;2009;45.9
132;2010;45.6
132;2011;47.6
132;2012;48.4
132;2013;48.7
132;2014;49.9
132;2015;51.6
141;2000;44.5
141;2001;46.2
141;2002;47.4
141;2003;46.5
141;2004;47.1
141;2005;47.4
141;2006;48.3
141;2007;49.8
141;2008;53.0
141;2009;52.6
141;2010;52.9
141;2011;51.3
141;2012;52.0
141;2013;53.1
141;2014;50.0
141;2015;49.3
142;2000;60.4
142;2001;60.0
142;2002;57.8
142;2003;57.4
142;2004;57.2
142;2005;56.3
142;2006;57.2
142;2007;59.8
142;2008;59.0
142;2009;58.5
142;2010;58.6
142;2011;58.4
142;2012;58.5
142;2013;58.3
142;2014;58.0
142;2015;56.7
151;2000;63.8
151;2001;65.2
151;2002;64.6
151;2003;63.0
151;2004;63.6
151;2005;62.1
151;2006;60.3
151;2007;61.0
151;2008;60.7
151;2009;58.4
151;2010;60.0
151;2011;56.4
151;2012;54.7
151;2013;54.5
151;2014;53.0
151;2015;51.7
152;2000;65.7
152;2001;65.2
152;2002;66.5
152;2003;68.0
152;2004;70.3
152;2005;69.5
152;2006;69.4
152;2007;69.4
152;2008;68.4
152;2009;67.9
152;2010;67.5
152;2011;65.4
152;2012;67.1
152;2013;68.0
152;2014;67.2
152;2015;67.7
153;2000;66.8
153;2001;66.7
153;2002;66.4
153;2003;68.2
153;2004;69.5
153;2005;69.0
153;2006;69.3
153;2007;69.0
153;2008;64.0
153;2009;60.8
153;2010;62.4
153;2011;61.6
153;2012;61.2
153;2013;62.6
153;2014;63.3
153;2015;63.2
161;2000;44.7
161;2001;42.3
161;2002;41.2
161;2003;41.9
161;2004;42.2
161;2005;43.9
161;2006;43.9
161;2007;44.9
161;2008;44.6
161;2009;44.5
161;2010;44.1
161;2011;45.3
161;2012;45.6
161;2013;45.5
161;2014;45.5
161;2015;46.3
162;2000;17.5
162;2001;17.1
162;2002;19.9
162;2003;21.6
162;2004;20.1
162;2005;28.3
162;2006;35.8
162;2007;35.5
162;2008;34.7
162;2009;16.1
162;2010;11.4
162;2011;9.6
162;2012;9.4
162;2013;11.0
162;2014;26.5
162;2015;12.8
171;2000;53.4
171;2001;54.3
171;2002;51.6
171;2003;50.4
171;2004;49.2
171;2005;48.5
171;2006;50.2
171;2007;49.2
171;2008;46.8
171;2009;46.2
171;2010;46.5
171;2011;45.6
171;2012;44.0
171;2013;45.7
171;2014;45.9
171;2015;47.1
172;2000;48.5
172;2001;48.7
172;2002;49.5
172;2003;49.5
172;2004;50.4
172;2005;50.9
172;2006;51.1
172;2007;51.3
172;2008;49.3
172;2009;50.2
172;2010;48.9
172;2011;47.3
172;2012;46.6
172;2013;47.4
172;2014;48.4
172;2015;48.6
173;2000;43.4
173;2001;43.1
173;2002;40.9
173;2003;42.5
173;2004;43.5
173;2005;42.5
173;2006;44.6
173;2007;44.9
173;2008;43.8
173;2009;45.0
173;2010;46.7
173;2011;46.4
173;2012;46.3
173;2013;46.5
173;2014;47.4
173;2015;47.3
174;2000;43.2
174;2001;43.9
174;2002;42.5
174;2003;42.3
174;2004;43.3
174;2005;43.8
174;2006;44.9
174;2007;47.6
174;2008;47.2
174;2009;46.8
174;2010;46.7
174;2011;44.5
174;2012;45.5
174;2013;45.8
174;2014;46.5
174;2015;48.6
180;2000;50.4
180;2001;50.2
180;2002;49.9
180;2003;51.1
180;2004;52.0
180;2005;51.6
180;2006;51.3
180;2007;52.1
180;2008;50.9
180;2009;51.2
180;2010;52.6
180;2011;52.0
180;2012;52.4
180;2013;53.5
180;2014;53.9
180;2015;55.0
190;2000;53.9
190;2001;52.3
190;2002;52.5
190;2003;52.6
190;2004;53.5
190;2005;51.8
190;2006;53.7
190;2007;55.9
190;2008;56.4
190;2009;54.7
190;2010;56.0
190;2011;54.6
190;2012;51.0
190;2013;52.5
190;2014;55.6
190;2015;55.3
201;2000;56.0
201;2001;53.7
201;2002;51.9
201;2003;51.2
201;2004;53.9
201;2005;56.3
201;2006;60.4
201;2007;62.3
201;2008;61.5
201;2009;61.2
201;2010;59.2
201;2011;59.1
201;2012;60.4
201;2013;61.4
201;2014;62.6
201;2015;62.7
202;2000;55.4
202;2001;55.2
202;2002;55.6
202;2003;57.2
202;2004;56.8
202;2005;57.2
202;2006;56.2
202;2007;55.7
202;2008;55.8
202;2009;55.3
202;2010;55.7
202;2011;56.4
202;2012;57.6
202;2013;56.9
202;2014;57.0
202;2015;56.4
203;2000;69.2
203;2001;67.2
203;2002;65.5
203;2003;64.2
203;2004;63.6
203;2005;63.3
203;2006;62.3
203;2007;61.3
203;2008;62.0
203;2009;62.4
203;2010;61.8
203;2011;62.1
203;2012;61.9
203;2013;61.5
203;2014;61.2
203;2015;62.1
204;2000;65.1
204;2001;65.5
204;2002;66.1
204;2003;66.6
204;2004;70.0
204;2005;70.9
204;2006;70.2
204;2007;71.2
204;2008;71.6
204;2009;70.3
204;2010;68.7
204;2011;68.1
204;2012;67.9
204;2013;67.5
204;2014;66.3
204;2015;69.3
205;2000;71.3
205;2001;72.2
205;2002;70.8
205;2003;71.8
205;2004;71.4
205;2005;70.7
205;2006;70.6
205;2007;70.8
205;2008;70.0
205;2009;68.2
205;2010;65.8
205;2011;66.0
205;2012;67.3
205;2013;66.0
205;2014;66.9
205;2015;68.9
206;2000;65.1
206;2001;65.4
206;2002;63.9
206;2003;66.0
206;2004;65.9
206;2005;67.3
206;2006;65.3
206;2007;65.0
206;2008;63.6
206;2009;64.3
206;2010;63.5
206;2011;62.7
206;2012;63.2
206;2013;62.0
206;2014;63.4
206;2015;63.8
207;2000;63.6
207;2001;62.1
207;2002;62.6
207;2003;62.6
207;2004;63.0
207;2005;62.7
207;2006;63.3
207;2007;61.3
207;2008;62.3
207;2009;62.5
207;2010;62.2
207;2011;62.8
207;2012;63.7
207;2013;63.1
207;2014;63.2
207;2015;64.8
208;2000;56.7
208;2001;58.3
208;2002;56.8
208;2003;58.8
208;2004;59.4
208;2005;59.2
208;2006;59.6
208;2007;61.0
208;2008;59.1
208;2009;60.7
208;2010;62.7
208;2011;63.3
208;2012;62.3
208;2013;63.2
208;2014;61.6
208;2015;61.4
301;2000;66.2
301;2001;62.7
301;2002;64.2
301;2003;62.6
301;2004;62.8
301;2005;64.9
301;2006;64.4
301;2007;65.7
301;2008;65.1
301;2009;66.9
301;2010;65.6
301;2011;67.7
301;2012;66.2
301;2013;68.4
301;2014;66.3
301;2015;68.1
302;2000;38.0
302;2001;37.8
302;2002;33.7
302;2003;31.9
302;2004;24.5
302;2005;23.5
302;2006;19.4
302;2007;24.5
302;2008;27.2
302;2009;31.9
302;2010;34.7
302;2011;31.9
302;2012;24.6
302;2013;26.2
302;2014;24.7
302;2015;25.4
