wbe;jahr;alter65
053;2001;1655
053;2002;1662
053;2003;1644
053;2004;1638
053;2005;1625
053;2006;1597
053;2007;1630
053;2008;1637
053;2009;1633
053;2010;1633
053;2011;1627
053;2012;1587
053;2013;1559
053;2014;1529
053;2015;1512
054;2000;870
054;2001;892
054;2002;889
054;2003;881
054;2004;889
054;2005;868
054;2006;865
054;2007;859
054;2008;853
054;2009;850
054;2010;847
054;2011;857
054;2012;832
054;2013;843
054;2014;881
054;2015;880
055;2000;239
055;2001;230
055;2002;293
055;2003;309
055;2004;315
055;2005;322
055;2006;345
055;2007;336
055;2008;329
055;2009;326
055;2010;327
055;2011;313
055;2012;322
055;2013;322
055;2014;367
055;2015;392
061;2000;831
061;2001;833
061;2002;814
061;2003;808
061;2004;811
061;2005;817
061;2006;810
061;2007;820
061;2008;814
061;2009;810
061;2010;825
061;2011;812
061;2012;855
061;2013;909
061;2014;925
061;2015;949
062;2000;998
062;2001;991
062;2002;971
062;2003;987
062;2004;1031
062;2005;1060
062;2006;1043
062;2007;1045
062;2008;1061
062;2009;1054
062;2010;1059
062;2011;1075
062;2012;1087
062;2013;1112
062;2014;1129
062;2015;1109
063;2000;699
063;2001;684
063;2002;683
063;2003;673
063;2004;671
063;2005;720
063;2006;745
063;2007;764
063;2008;790
063;2009;805
063;2010;771
063;2011;778
063;2012;780
063;2013;794
063;2014;820
063;2015;822
071;2000;1467
071;2001;1449
071;2002;1450
071;2003;1423
071;2004;1413
071;2005;1379
071;2006;1367
071;2007;1358
071;2008;1330
071;2009;1314
071;2010;1312
071;2011;1327
071;2012;1336
071;2013;1325
071;2014;1301
071;2015;1273
072;2000;985
072;2001;978
072;2002;980
072;2003;965
072;2004;950
072;2005;938
072;2006;924
072;2007;899
072;2008;888
072;2009;883
072;2010;870
072;2011;876
072;2012;875
072;2013;863
072;2014;854
072;2015;863
073;2000;51
073;2001;47
073;2002;48
073;2003;45
073;2004;45
073;2005;42
073;2006;42
073;2007;44
073;2008;44
073;2009;45
073;2010;49
073;2011;52
073;2012;54
073;2013;56
073;2014;56
073;2015;60
081;2000;449
081;2001;450
081;2002;463
081;2003;480
081;2004;494
081;2005;490
081;2006;502
081;2007;510
081;2008;516
081;2009;506
081;2010;514
081;2011;528
081;2012;524
081;2013;521
081;2014;521
081;2015;532
082;2000;553
082;2001;527
082;2002;506
082;2003;490
082;2004;480
082;2005;452
082;2006;433
082;2007;416
082;2008;420
082;2009;412
082;2010;404
082;2011;409
082;2012;406
082;2013;406
082;2014;421
082;2015;423
083;2000;758
083;2001;753
083;2002;733
083;2003;720
083;2004;724
083;2005;708
083;2006;707
083;2007;703
083;2008;703
083;2009;681
083;2010;660
083;2011;646
083;2012;635
083;2013;621
083;2014;608
083;2015;592
084;2000;378
084;2001;360
084;2002;356
084;2003;348
084;2004;343
084;2005;328
084;2006;327
084;2007;321
084;2008;315
084;2009;299
084;2010;290
084;2011;285
084;2012;294
084;2013;283
084;2014;302
084;2015;296
085;2000;1253
085;2001;1249
085;2002;1225
085;2003;1205
085;2004;1175
085;2005;1194
085;2006;1186
085;2007;1181
085;2008;1188
085;2009;1170
085;2010;1168
085;2011;1174
085;2012;1180
085;2013;1170
085;2014;1175
085;2015;1179
091;2000;1001
091;2001;992
091;2002;989
091;2003;976
091;2004;980
091;2005;975
091;2006;977
091;2007;986
091;2008;998
091;2009;1026
091;2010;1015
091;2011;1043
091;2012;1056
091;2013;1069
091;2014;1058
091;2015;1046
092;2000;532
092;2001;515
092;2002;513
092;2003;502
092;2004;496
092;2005;486
092;2006;482
092;2007;488
092;2008;472
092;2009;474
092;2010;467
092;2011;454
092;2012;457
092;2013;454
092;2014;450
092;2015;449
101;2000;1067
101;2001;1040
101;2002;1024
101;2003;1001
101;2004;1012
101;2005;996
101;2006;993
101;2007;1009
101;2008;1019
101;2009;1016
101;2010;1007
101;2011;1009
101;2012;1006
101;2013;1021
101;2014;1019
101;2015;1027
102;2000;1185
102;2001;1154
102;2002;1124
102;2003;1104
102;2004;1073
102;2005;1007
102;2006;980
102;2007;975
102;2008;940
102;2009;919
102;2010;894
102;2011;866
102;2012;848
102;2013;843
102;2014;819
102;2015;792
103;2000;1336
103;2001;1327
103;2002;1292
103;2003;1284
103;2004;1243
103;2005;1211
103;2006;1200
103;2007;1145
103;2008;1116
103;2009;1090
103;2010;1053
103;2011;1043
103;2012;1017
103;2013;1027
103;2014;992
103;2015;975
111;2000;590
111;2001;583
111;2002;559
111;2003;565
111;2004;567
111;2005;557
111;2006;554
111;2007;540
111;2008;543
111;2009;552
111;2010;553
111;2011;558
111;2012;596
111;2013;607
111;2014;630
111;2015;632
112;2000;381
112;2001;386
112;2002;376
112;2003;377
112;2004;373
112;2005;375
112;2006;386
112;2007;381
112;2008;388
112;2009;384
112;2010;395
112;2011;388
112;2012;389
112;2013;398
112;2014;398
112;2015;393
113;2000;786
113;2001;774
113;2002;770
113;2003;756
113;2004;750
113;2005;762
113;2006;758
113;2007;773
113;2008;784
113;2009;754
113;2010;749
113;2011;757
113;2012;744
113;2013;760
113;2014;772
113;2015;768
114;2000;134
114;2001;136
114;2002;128
114;2003;122
114;2004;121
114;2005;109
114;2006;106
114;2007;101
114;2008;101
114;2009;108
114;2010;113
114;2011;118
114;2012;119
114;2013;130
114;2014;125
114;2015;130
115;2000;1032
115;2001;985
115;2002;985
115;2003;984
115;2004;989
115;2005;984
115;2006;962
115;2007;985
115;2008;954
115;2009;959
115;2010;939
115;2011;903
115;2012;877
115;2013;876
115;2014;954
115;2015;952
121;2000;297
121;2001;284
121;2002;290
121;2003;275
121;2004;279
121;2005;278
121;2006;290
121;2007;291
121;2008;286
121;2009;280
121;2010;282
121;2011;266
121;2012;265
121;2013;262
121;2014;267
121;2015;273
122;2000;213
122;2001;205
122;2002;206
122;2003;195
122;2004;210
122;2005;202
122;2006;202
122;2007;200
122;2008;202
122;2009;207
122;2010;201
122;2011;210
122;2012;210
122;2013;205
122;2014;206
122;2015;200
131;2000;162
131;2001;170
131;2002;172
131;2003;176
131;2004;173
131;2005;174
131;2006;178
131;2007;183
131;2008;178
131;2009;179
131;2010;184
131;2011;189
131;2012;188
131;2013;188
131;2014;191
131;2015;183
132;2000;600
132;2001;614
132;2002;616
132;2003;589
132;2004;603
132;2005;614
132;2006;622
132;2007;625
132;2008;646
132;2009;627
132;2010;628
132;2011;645
132;2012;648
132;2013;671
132;2014;662
132;2015;689
141;2000;525
141;2001;526
141;2002;516
141;2003;511
141;2004;517
141;2005;515
141;2006;507
141;2007;519
141;2008;524
141;2009;516
141;2010;522
141;2011;540
141;2012;548
141;2013;556
141;2014;591
141;2015;603
142;2000;664
142;2001;630
142;2002;615
142;2003;617
142;2004;598
142;2005;584
142;2006;568
142;2007;574
142;2008;557
142;2009;545
142;2010;533
142;2011;526
142;2012;530
142;2013;526
142;2014;520
142;2015;519
151;2000;699
151;2001;706
151;2002;694
151;2003;679
151;2004;691
151;2005;682
151;2006;678
151;2007;675
151;2008;660
151;2009;669
151;2010;651
151;2011;662
151;2012;635
151;2013;616
151;2014;601
151;2015;601
152;2000;682
152;2001;693
152;2002;699
152;2003;683
152;2004;677
152;2005;672
152;2006;675
152;2007;681
152;2008;696
152;2009;715
152;2010;719
152;2011;737
152;2012;723
152;2013;709
152;2014;705
152;2015;680
153;2000;1060
153;2001;1066
153;2002;1064
153;2003;1051
153;2004;1046
153;2005;1036
153;2006;1007
153;2007;1004
153;2008;998
153;2009;975
153;2010;993
153;2011;990
153;2012;994
153;2013;981
153;2014;979
153;2015;973
161;2000;593
161;2001;582
161;2002;570
161;2003;569
161;2004;542
161;2005;532
161;2006;535
161;2007;522
161;2008;520
161;2009;513
161;2010;511
161;2011;502
161;2012;502
161;2013;495
161;2014;471
161;2015;477
162;2000;5
162;2001;5
162;2002;6
162;2003;6
162;2004;7
162;2005;6
162;2006;6
162;2007;6
162;2008;8
162;2009;18
162;2010;19
162;2011;21
162;2012;24
162;2013;27
162;2014;26
162;2015;91
171;2000;203
171;2001;216
171;2002;210
171;2003;206
171;2004;202
171;2005;208
171;2006;203
171;2007;198
171;2008;199
171;2009;205
171;2010;205
171;2011;200
171;2012;207
171;2013;206
171;2014;208
171;2015;221
172;2000;530
172;2001;525
172;2002;516
172;2003;505
172;2004;513
172;2005;508
172;2006;499
172;2007;489
172;2008;500
172;2009;504
172;2010;492
172;2011;486
172;2012;495
172;2013;506
172;2014;516
172;2015;523
173;2000;313
173;2001;294
173;2002;291
173;2003;288
173;2004;298
173;2005;290
173;2006;286
173;2007;289
173;2008;295
173;2009;295
173;2010;291
173;2011;304
173;2012;309
173;2013;312
173;2014;320
173;2015;317
174;2000;730
174;2001;736
174;2002;713
174;2003;768
174;2004;759
174;2005;759
174;2006;766
174;2007;773
174;2008;775
174;2009;776
174;2010;828
174;2011;857
174;2012;867
174;2013;877
174;2014;891
174;2015;897
180;2000;1024
180;2001;1019
180;2002;987
180;2003;979
180;2004;966
180;2005;975
180;2006;993
180;2007;991
180;2008;979
180;2009;989
180;2010;987
180;2011;992
180;2012;993
180;2013;1020
180;2014;1022
180;2015;991
190;2000;442
190;2001;452
190;2002;456
190;2003;456
190;2004;444
190;2005;442
190;2006;439
190;2007;459
190;2008;469
190;2009;463
190;2010;476
190;2011;497
190;2012;509
190;2013;504
190;2014;508
190;2015;513
201;2000;871
201;2001;889
201;2002;899
201;2003;916
201;2004;935
201;2005;939
201;2006;961
201;2007;1015
201;2008;1042
201;2009;1049
201;2010;1034
201;2011;1047
201;2012;1070
201;2013;1074
201;2014;1088
201;2015;1112
202;2000;347
202;2001;364
202;2002;350
202;2003;370
202;2004;387
202;2005;399
202;2006;416
202;2007;419
202;2008;430
202;2009;445
202;2010;447
202;2011;445
202;2012;467
202;2013;472
202;2014;479
202;2015;484
203;2000;403
203;2001;385
203;2002;342
203;2003;333
203;2004;336
203;2005;339
203;2006;352
203;2007;353
203;2008;355
203;2009;362
203;2010;363
203;2011;366
203;2012;374
203;2013;381
203;2014;376
203;2015;358
204;2000;271
204;2001;268
204;2002;272
204;2003;273
204;2004;273
204;2005;289
204;2006;297
204;2007;308
204;2008;304
204;2009;325
204;2010;321
204;2011;328
204;2012;322
204;2013;325
204;2014;332
204;2015;312
205;2000;546
205;2001;555
205;2002;566
205;2003;570
205;2004;566
205;2005;590
205;2006;597
205;2007;600
205;2008;622
205;2009;623
205;2010;627
205;2011;633
205;2012;648
205;2013;642
205;2014;634
205;2015;629
206;2000;549
206;2001;567
206;2002;574
206;2003;564
206;2004;578
206;2005;579
206;2006;572
206;2007;565
206;2008;557
206;2009;568
206;2010;582
206;2011;582
206;2012;572
206;2013;576
206;2014;580
206;2015;574
207;2000;1610
207;2001;1604
207;2002;1578
207;2003;1568
207;2004;1555
207;2005;1554
207;2006;1535
207;2007;1542
207;2008;1561
207;2009;1556
207;2010;1570
207;2011;1564
207;2012;1577
207;2013;1561
207;2014;1546
207;2015;1514
208;2000;427
208;2001;444
208;2002;450
208;2003;471
208;2004;474
208;2005;493
208;2006;493
208;2007;496
208;2008;519
208;2009;518
208;2010;526
208;2011;545
208;2012;562
208;2013;551
208;2014;533
208;2015;535
301;2000;183
301;2001;186
301;2002;201
301;2003;202
301;2004;198
301;2005;196
301;2006;197
301;2007;198
301;2008;207
301;2009;211
301;2010;221
301;2011;224
301;2012;225
301;2013;234
301;2014;250
301;2015;248
302;2000;33
302;2001;31
302;2002;47
302;2003;53
302;2004;53
302;2005;51
302;2006;48
302;2007;53
302;2008;48
302;2009;46
302;2010;45
302;2011;37
302;2012;38
302;2013;43
302;2014;45
302;2015;44
